Date,Open,High,Low,Close,Volume,Symbol
2021-01-01,897.2726941006515,901.3347986266252,894.5646443140231,897.0470581054688,10015175,RELIANCE
2021-01-04,900.4772253363753,902.1922975973049,888.2457850636894,898.5590209960938,24513534,RELIANCE
2021-01-05,888.6971735420237,895.286819208082,882.8296824610696,887.3883056640625,24123091,RELIANCE
2021-01-06,887.2979208301023,887.3430480265655,859.8787914584216,863.9860229492188,46401468,RELIANCE
2021-01-07,866.8069639014568,877.8649187321673,859.8788642012053,862.5869140625,32325918,RELIANCE
2021-01-08,865.678604878862,874.8860460383853,863.0156822176616,872.7647094726562,27540187,RELIANCE
2021-01-11,875.0665066757083,875.0665066757083,854.1692713388484,856.3131713867188,33307825,RELIANCE
2021-01-12,858.9084582491231,884.6350813991116,857.5092762592445,883.3036499023438,41161546,RELIANCE
2021-01-13,886.2373008139729,891.3826371793065,865.8817107313442,875.0665283203125,26619458,RELIANCE
2021-01-14,877.8649670437152,887.7494361349055,875.1794806347706,884.9059448242188,21553242,RELIANCE
2021-01-15,884.9058318391973,890.86357691647,866.6038285437963,874.4572143554688,20593268,RELIANCE
2021-01-18,879.7154868801754,901.3348792931557,868.0933816341949,895.44482421875,35100458,RELIANCE
2021-01-19,900.2741041573885,916.6804669801634,900.2741041573885,910.0908813476562,32006615,RELIANCE
2021-01-20,912.3476352561834,928.8668167227358,903.3207030552749,927.3773803710938,30924537,RELIANCE
2021-01-21,939.6991642832317,956.8502475441711,936.5397824840384,947.5525512695312,39087742,RELIANCE
2021-01-22,952.7880171566991,954.7514084138397,918.5535459475058,925.0755004882812,30532660,RELIANCE
2021-01-25,918.4633177239738,918.4633177239738,871.9974047459384,876.0595092773438,54207104,RELIANCE
2021-01-27,868.8380990078514,868.8380990078514,852.1383477435087,855.2977294921875,42370131,RELIANCE
2021-01-28,848.5952159319003,868.0707665841978,844.0140887864603,846.9703979492188,34067814,RELIANCE
2021-01-29,854.9817319108826,863.4670185270817,825.9602859922227,831.3538818359375,43712383,RELIANCE
2021-02-01,839.2298742462161,859.8111617886597,834.0845374375884,855.4331665039062,34180952,RELIANCE
2021-02-02,863.9861908565767,875.6082966583149,837.2214603242046,869.19921875,41470034,RELIANCE
2021-02-03,870.3275152709535,881.0243335187519,857.554427887479,871.38818359375,30301696,RELIANCE
2021-02-04,868.3866534338506,875.6081993096957,859.8111124753323,868.5220947265625,25626981,RELIANCE
2021-02-05,871.1172947571725,877.7069402051127,866.5812949964159,868.2738037109375,20248046,RELIANCE
2021-02-08,872.4712846072483,888.6971388465231,870.6659579070334,880.7760620117188,21183400,RELIANCE
2021-02-09,885.5152551213864,897.9948961529354,881.1597638793062,882.8973999023438,19604141,RELIANCE
2021-02-10,881.8142219915239,895.8058629486737,869.8761074541144,891.0892944335938,21234156,RELIANCE
2021-02-11,893.6618940174507,931.6651427302581,890.1639989701773,927.8286743164062,42539278,RELIANCE
2021-02-12,927.7384783498696,937.8937101488065,909.6395460369704,921.4647827148438,30497029,RELIANCE
2021-02-15,924.375996830397,930.3563061780627,913.9725053748315,917.4027099609375,15791099,RELIANCE
2021-02-16,920.6298293819443,938.5256299749142,918.4859291608079,929.5438842773438,21421660,RELIANCE
2021-02-17,929.7695608351663,945.9954169139945,925.5269471013708,940.2633666992188,23742994,RELIANCE
2021-02-18,941.0531321070791,951.6145681859424,929.3632772705301,933.244873046875,18646877,RELIANCE
2021-02-19,928.4155145358285,950.0574695218014,926.745509641073,938.9318237304688,23403483,RELIANCE
2021-02-22,938.7964367473062,943.2647459186029,900.4096042931712,906.3447265625,23804335,RELIANCE
2021-02-23,924.3534067368045,926.5649977273687,908.8271426020757,913.2728881835938,25644108,RELIANCE
2021-02-24,916.2291858661802,932.1390906998175,914.4914901976813,930.2208862304688,10807663,RELIANCE
2021-02-25,936.9910577541981,971.2932222091624,935.637002954952,967.8404541015625,34855693,RELIANCE
2021-02-26,955.4962007136306,963.123891576847,934.5989040579532,941.4142456054688,37481215,RELIANCE
2021-03-01,952.4269850885058,953.2394537638484,930.897848571293,948.590576171875,17680764,RELIANCE
2021-03-02,957.752856616694,961.3635697154016,942.9036206682259,950.5313110351562,17150760,RELIANCE
2021-03-03,957.3241328149178,1001.9395335212855,951.0730007855624,993.9055786132812,31924461,RELIANCE
2021-03-04,983.9307553112692,988.4216276043541,973.8657789482086,982.0576782226562,21435754,RELIANCE
2021-03-05,973.0985692708165,998.3512962856287,971.7670781260525,983.3440551757812,25511666,RELIANCE
2021-03-08,978.7403773670584,1007.3556183257853,978.5147413680846,988.9407958984375,19506841,RELIANCE
2021-03-09,992.9577540495018,999.1863226399736,968.8560080852714,988.918212890625,15154484,RELIANCE
2021-03-10,996.1171885060364,999.7730887336929,979.5302558776189,984.8109741210938,11519358,RELIANCE
2021-03-12,990.7010162557301,995.8463528292266,958.6104430105866,964.7938842773438,16864952,RELIANCE
2021-03-15,965.899662068002,969.894016181107,939.022056998036,951.8402709960938,16698099,RELIANCE
2021-03-16,954.142054646313,959.558213666829,945.7922099765842,948.0940551757812,13873801,RELIANCE
2021-03-17,946.9431947370554,949.1773492874154,918.5310260738679,927.6707763671875,19210236,RELIANCE
2021-03-18,935.5918307044085,940.9628627496759,903.1401815146905,906.7960815429688,20647480,RELIANCE
2021-03-19,898.6267197251416,945.9501672736187,894.925692603433,939.6990356445312,41787429,RELIANCE
2021-03-22,934.7343179799378,936.088313055874,917.6734905482226,930.8527221679688,18572478,RELIANCE
2021-03-23,930.6496682735799,952.2013688377597,927.9641819762402,942.1815185546875,17421165,RELIANCE
