Date,Open,High,Low,Close,Volume,Symbol
2021-01-01,670.8706811112891,672.2683283636043,661.8325508389017,663.90576171875,8810938,HDFCBANK
2021-01-04,669.9389275157519,669.9389275157519,651.7695129308323,659.6895141601562,15740192,HDFCBANK
2021-01-05,661.1802595459679,666.5612238531063,656.4282819563354,664.6743774414062,14386824,HDFCBANK
2021-01-06,668.5411814030691,670.8705931849613,658.3383464243002,661.8092041015625,22134050,HDFCBANK
2021-01-07,667.3764967350231,667.4230735980611,658.0821661778708,659.805908203125,19894842,HDFCBANK
2021-01-08,667.1435772462953,671.8024011097472,662.9972126337416,666.9805297851562,13768764,HDFCBANK
2021-01-11,675.5294493534971,682.4711081726593,669.1468835112166,676.2049560546875,17331392,HDFCBANK
2021-01-12,676.6707174018136,693.0930683194263,675.1100230858505,689.9716796875,20388156,HDFCBANK
2021-01-13,695.5158467856361,697.379376386846,681.1666461081561,685.1499633789062,16934650,HDFCBANK
2021-01-14,685.3827773647714,693.2328829787234,678.3246489361702,684.2646484375,12297166,HDFCBANK
2021-01-15,684.4277659907799,685.6157887609149,673.2000124513131,683.286376953125,14165236,HDFCBANK
2021-01-18,684.8005702093648,700.151372968801,683.4494998376483,690.9501953125,42825632,HDFCBANK
2021-01-19,695.0033390897886,704.2510927173035,683.4494336192288,700.6171875,17360254,HDFCBANK
2021-01-20,699.2893765119701,699.2893765119701,692.301141570145,695.096435546875,13346052,HDFCBANK
2021-01-21,695.0965284124685,696.1913406588754,683.9852447445681,687.0833740234375,26333054,HDFCBANK
2021-01-22,683.8687607747444,683.8687607747444,670.9405246579323,672.5245361328125,15392364,HDFCBANK
2021-01-25,682.5642265090312,689.9717673229738,677.9287198278455,681.5159912109375,20344718,HDFCBANK
2021-01-27,683.9153048861119,685.7322574652719,655.1004922770827,656.707763671875,23556276,HDFCBANK
2021-01-28,647.5300133643067,652.8410845431875,625.2142331612923,638.9344482421875,42704446,HDFCBANK
2021-01-29,648.2054368904044,656.3118016621228,635.6965063836496,647.8094482421875,28704502,HDFCBANK
2021-02-01,657.0105839837964,690.6705837659835,652.7011722469766,687.9917602539062,26370544,HDFCBANK
2021-02-02,699.2893985040394,735.3952801723026,697.6122334393361,727.03271484375,42420206,HDFCBANK
2021-02-03,735.6283142034556,736.886173943163,718.3906652955849,733.671630859375,20237254,HDFCBANK
2021-02-04,729.5718178288212,739.8212303398263,719.0661472568776,735.6748657226562,24484684,HDFCBANK
2021-02-05,721.1859458069237,753.9141839806551,721.1859458069237,744.293701171875,27054716,HDFCBANK
2021-02-08,754.7294924916777,760.157033858061,743.4085273561383,747.8577270507812,17447580,HDFCBANK
